trueloc,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
-0.286 , 0.025 , 0.296 ,-0.315 ,-0.256 , 0.197 , 0.426 , 0.965 , 0.954 , 0.986 , 0.672 ,-0.011 ,-0.000 ,-0.005 ,-0.018 ,-0.005 , 0.988 , 1.251 , 1.278 , 0.894 , 0.746
 0.411 , 0.587 ,-0.078 , 1.381 , 1.875 ,-0.038 , 0.444 , 1.029 , 1.137 , 1.196 , 0.706 ,-0.027 ,-0.018 , 0.055 ,-0.048 ,-0.041 , 1.225 , 0.558 , 0.662 , 1.334 , 1.410
 2.973 , 4.762 , 3.434 , 1.778 , 2.739 , 4.099 , 1.842 , 1.887 , 1.895 , 1.890 , 1.857 , 0.103 , 0.247 , 0.246 , 0.249 , 0.170 , 0.002 , 0.003 , 0.005 , 0.002 , 0.002
 2.235 , 2.563 , 2.916 , 2.853 , 2.954 , 1.443 , 0.750 , 1.942 , 1.910 , 1.890 , 0.804 , 0.031 , 0.232 , 0.239 , 0.248 , 0.048 , 0.732 , 0.014 , 0.009 , 0.003 , 0.704
 2.048 , 1.380 , 0.962 , 2.104 , 1.128 , 1.292 , 0.526 , 1.149 , 1.188 , 1.126 , 0.817 , 0.002 , 0.004 , 0.084 ,-0.045 , 0.046 , 0.938 , 0.975 , 0.413 , 1.258 , 0.693
 0.533 ,-0.025 , 1.787 ,-0.470 ,-0.113 ,-0.332 , 0.444 , 1.934 , 0.933 , 0.992 , 0.713 ,-0.000 , 0.235 , 0.013 , 0.043 ,-0.029 , 1.109 , 0.013 , 1.041 , 0.973 , 1.529
 1.397 , 1.162 , 0.521 , 0.919 , 1.072 , 1.739 , 0.487 , 0.983 , 1.035 , 1.171 , 0.847 , 0.063 , 0.038 , 0.025 , 0.091 , 0.088 , 0.478 , 0.552 , 0.482 , 0.403 , 0.386
 1.249 , 0.676 , 1.876 , 0.884 , 0.647 ,-0.098 , 0.455 , 1.163 , 0.987 , 0.932 , 0.767 ,-0.039 , 0.074 , 0.028 ,-0.020 ,-0.023 , 1.131 , 0.501 , 0.787 , 1.265 , 1.049
 0.237 , 0.166 ,-0.369 ,-1.707 , 0.364 , 1.316 , 0.451 , 1.099 , 1.259 , 0.984 , 0.883 ,-0.027 , 0.205 , 0.031 ,-0.217 ,-0.128 , 1.911 , 1.990 , 1.308 , 2.647 , 2.053
 1.118 , 1.380 , 1.546 , 0.902 , 0.457 , 2.134 , 0.473 , 1.145 , 0.968 , 0.959 , 0.839 , 0.045 , 0.054 , 0.033 , 0.037 , 0.064 , 0.686 , 0.664 , 0.573 , 0.721 , 0.549
 0.961 , 1.177 , 0.132 , 1.436 , 0.495 , 1.876 , 0.499 , 0.989 , 1.176 , 1.143 , 0.833 ,-0.015 , 0.031 , 0.082 , 0.013 ,-0.099 , 1.018 , 0.597 , 0.447 , 0.917 , 1.641
-0.048 , 0.613 , 0.985 , 1.001 , 0.549 , 0.309 , 0.472 , 1.137 , 1.145 , 1.002 , 0.731 ,-0.046 ,-0.003 , 0.033 , 0.030 ,-0.098 , 1.050 , 1.017 , 0.249 , 0.567 , 1.497
 0.060 , 0.579 , 1.731 ,-0.360 , 1.390 , 0.155 , 0.440 , 1.134 , 0.939 , 1.149 , 0.714 ,-0.003 ,-0.007 , 0.003 , 0.080 , 0.028 , 1.149 , 1.037 , 0.887 , 0.504 , 1.457
-0.904 ,-1.044 ,-2.771 , 0.133 ,-1.804 ,-0.524 , 0.471 , 1.890 , 1.034 , 1.158 , 0.725 ,-0.019 ,-0.249 ,-0.037 ,-0.089 , 0.006 , 0.780 , 0.002 , 0.413 , 0.438 , 1.019
 1.542 , 2.369 , 2.255 , 1.750 , 2.346 , 2.455 , 0.646 , 1.904 , 1.289 , 1.164 , 1.061 ,-0.017 , 0.243 , 0.096 ,-0.045 ,-0.144 , 1.114 , 0.006 , 0.233 , 1.204 , 2.119
 0.055 ,-0.393 , 0.491 ,-1.052 ,-0.543 ,-0.455 , 0.437 , 0.980 , 1.019 , 0.953 , 0.703 ,-0.005 ,-0.020 ,-0.027 , 0.019 ,-0.033 , 0.785 , 0.964 , 0.507 , 0.683 , 0.795
-0.874 , 0.084 ,-0.301 ,-0.126 ,-0.368 , 0.644 , 0.436 , 1.016 , 0.980 , 0.942 , 0.721 ,-0.013 ,-0.011 ,-0.014 ,-0.030 , 0.025 , 0.704 , 0.779 , 0.779 , 0.818 , 0.510
 2.049 , 2.504 , 0.837 , 3.246 , 1.848 , 4.050 , 0.633 , 0.947 , 1.915 , 1.188 , 1.867 , 0.026 , 0.030 , 0.234 , 0.038 , 0.166 , 0.766 , 0.727 , 0.011 , 0.798 , 0.004
-0.431 ,-0.369 , 0.447 ,-1.054 ,-1.341 , 0.043 , 0.437 , 1.008 , 1.130 , 0.956 , 0.675 ,-0.005 , 0.011 , 0.082 ,-0.036 ,-0.005 , 0.938 , 0.720 , 1.469 , 0.772 , 0.755
 0.488 , 0.352 , 0.512 , 0.958 ,-1.065 , 0.738 , 0.449 , 1.058 , 1.006 , 0.966 , 0.704 ,-0.047 , 0.032 ,-0.109 ,-0.007 , 0.029 , 1.299 , 0.390 , 1.610 , 1.547 , 0.764
 0.150 , 0.772 , 1.339 ,-0.501 , 0.427 , 1.430 , 0.464 , 1.200 , 1.063 , 0.986 , 0.825 ,-0.007 ,-0.201 , 0.037 , 0.010 , 0.053 , 1.011 , 2.176 , 1.010 , 0.831 , 0.635
 2.077 , 2.282 , 1.167 , 2.738 , 3.004 , 1.926 , 0.659 , 1.228 , 1.888 , 1.962 , 0.872 ,-0.006 ,-0.061 , 0.249 , 0.221 , 0.069 , 1.000 , 1.437 , 0.002 , 0.021 , 0.483
 0.027 , 0.393 , 0.637 , 1.569 , 0.064 ,-0.097 , 0.441 , 0.951 , 1.183 , 0.959 , 0.697 ,-0.078 , 0.001 , 0.091 ,-0.030 ,-0.107 , 1.340 , 0.967 , 0.387 , 0.735 , 1.672
 0.476 , 0.703 , 1.311 , 1.584 ,-0.524 , 0.747 , 0.452 , 1.163 , 1.143 , 0.932 , 0.750 ,-0.009 , 0.070 ,-0.069 ,-0.009 ,-0.044 , 1.032 , 0.563 , 1.404 , 0.864 , 1.138
 2.148 , 1.916 , 1.570 , 0.362 , 1.927 , 3.976 , 0.528 , 1.191 , 0.994 , 1.163 , 1.871 , 0.027 , 0.054 , 0.004 , 0.056 , 0.165 , 0.809 , 0.668 , 1.042 , 0.650 , 0.004
 1.179 , 0.944 ,-1.267 , 0.041 , 2.919 , 1.641 , 0.477 , 1.046 , 1.009 , 1.887 , 0.825 ,-0.025 ,-0.034 ,-0.020 , 0.246 , 0.014 , 1.171 , 0.377 , 1.280 , 0.004 , 0.911
 0.227 , 0.753 , 0.141 , 2.634 , 0.894 , 0.220 , 0.478 , 0.984 , 1.894 , 1.036 , 0.707 , 0.039 , 0.036 , 0.247 , 0.005 , 0.041 , 0.691 , 0.458 , 0.004 , 0.666 , 0.683
 0.284 , 0.418 , 1.085 , 0.641 ,-0.044 , 0.270 , 0.449 , 1.069 , 1.016 , 0.942 , 0.734 ,-0.004 , 0.033 ,-0.045 ,-0.013 , 0.013 , 0.725 , 0.345 , 1.057 , 0.870 , 0.686
-1.062 ,-1.100 ,-1.552 ,-1.572 , 0.116 ,-1.283 , 0.471 , 1.149 , 1.133 , 0.938 , 0.742 , 0.058 ,-0.029 ,-0.031 , 0.052 ,-0.002 , 1.314 , 0.783 , 0.815 , 1.563 , 0.894
-1.265 ,-0.630 ,-0.872 ,-0.579 , 0.108 ,-0.976 , 0.440 , 1.062 , 0.960 , 0.951 , 0.729 ,-0.023 ,-0.063 , 0.035 ,-0.035 ,-0.024 , 1.142 , 1.508 , 1.610 , 1.073 , 0.749
-0.836 ,-0.727 ,-1.721 ,-0.622 ,-0.738 ,-0.329 , 0.459 , 1.170 , 0.988 , 1.084 , 0.700 ,-0.009 ,-0.075 , 0.002 ,-0.024 ,-0.002 , 0.789 , 0.523 , 0.829 , 0.484 , 0.866
 2.291 , 3.634 , 3.198 , 2.935 , 1.526 , 4.116 , 1.038 , 1.956 , 1.957 , 1.188 , 1.868 , 0.019 , 0.225 , 0.229 , 0.068 , 0.160 , 0.630 , 0.019 , 0.017 , 0.529 , 0.006
 1.057 , 0.430 , 0.023 , 1.306 , 0.352 , 0.192 , 0.438 , 1.046 , 0.970 , 0.921 , 0.681 , 0.004 , 0.027 ,-0.027 , 0.018 ,-0.030 , 1.044 , 0.458 , 1.253 , 0.786 , 1.156
-1.898 ,-1.658 ,-1.734 ,-2.833 ,-0.452 ,-1.762 , 0.531 , 1.338 , 1.889 , 0.984 , 0.813 , 0.046 , 0.217 ,-0.249 ,-0.024 , 0.083 , 1.339 , 2.612 , 0.003 , 0.571 , 1.484
 0.905 , 0.623 , 1.255 ,-0.273 , 1.248 , 0.600 , 0.460 , 1.177 , 0.968 , 1.190 , 0.737 ,-0.024 ,-0.134 ,-0.012 ,-0.189 ,-0.007 , 1.171 , 1.823 , 0.758 , 2.124 , 1.022
 1.027 , 1.533 , 1.196 , 1.991 , 3.102 , 0.908 , 0.495 , 0.958 , 1.203 , 1.915 , 0.714 , 0.020 , 0.034 , 0.073 , 0.238 , 0.009 , 0.826 , 0.556 , 0.453 , 0.010 , 0.959
-0.691 ,-0.784 , 0.213 ,-0.829 ,-1.409 ,-1.116 , 0.468 , 1.027 , 0.973 , 1.246 , 0.824 ,-0.027 , 0.007 , 0.019 ,-0.065 ,-0.007 , 0.735 , 0.631 , 0.693 , 0.599 , 0.925
 1.194 , 0.712 ,-0.047 , 0.056 , 0.119 , 1.735 , 0.465 , 1.010 , 1.033 , 1.008 , 0.829 ,-0.031 ,-0.144 , 0.034 , 0.037 , 0.092 , 1.075 , 1.946 , 0.397 , 0.493 , 0.391
 0.909 , 0.390 , 0.888 ,-3.166 , 1.406 , 1.255 , 0.447 , 1.195 , 1.919 , 1.129 , 0.768 ,-0.018 , 0.086 ,-0.237 ,-0.060 , 0.008 , 1.072 , 0.406 , 0.011 , 1.340 , 0.813
-0.650 ,-0.376 , 0.563 ,-0.888 , 0.133 ,-0.810 , 0.439 , 1.044 , 0.955 , 0.957 , 0.712 ,-0.038 , 0.032 ,-0.028 ,-0.157 , 0.022 , 1.529 , 0.629 , 0.761 , 2.140 , 1.932
-0.252 ,-0.639 ,-1.596 ,-1.455 ,-2.857 , 0.919 , 0.444 , 1.122 , 1.151 , 1.916 , 0.672 , 0.030 ,-0.032 , 0.170 ,-0.242 , 0.018 , 1.247 , 0.814 , 2.019 , 0.008 , 0.824
-1.435 ,-0.574 ,-0.510 ,-0.826 ,-0.878 ,-0.380 , 0.457 , 1.178 , 0.995 , 1.206 , 0.671 ,-0.023 ,-0.064 ,-0.011 ,-0.018 , 0.020 , 0.976 , 0.611 , 1.586 , 0.913 , 0.913
-0.519 ,-1.539 ,-3.235 ,-0.289 , 0.293 ,-3.002 , 0.507 , 1.936 , 0.955 , 0.981 , 1.098 , 0.064 ,-0.235 ,-0.019 ,-0.041 ,-0.079 , 1.407 , 0.013 , 0.665 , 1.728 , 0.360
-1.787 ,-1.791 ,-0.256 ,-1.156 ,-2.030 ,-3.943 , 0.523 , 0.925 , 1.139 , 1.206 , 1.864 , 0.081 ,-0.003 , 0.052 , 0.391 ,-0.165 , 1.504 , 0.945 , 1.307 , 3.512 , 0.004
 2.292 , 3.408 , 3.205 , 2.646 , 1.800 , 3.543 , 1.031 , 1.898 , 1.892 , 1.178 , 1.862 , 0.012 , 0.245 , 0.247 , 0.003 , 0.170 , 0.794 , 0.006 , 0.004 , 0.992 , 0.002
 1.182 , 1.116 , 1.361 , 0.583 , 0.279 , 1.739 , 0.450 , 0.988 , 0.922 , 1.079 , 0.813 , 0.011 , 0.037 , 0.001 ,-0.005 , 0.044 , 0.830 , 0.634 , 1.036 , 0.787 , 0.717
-0.429 , 0.309 ,-0.148 , 0.962 ,-0.250 , 0.400 , 0.433 , 0.973 , 0.950 , 1.190 , 0.679 ,-0.018 ,-0.003 , 0.029 ,-0.098 ,-0.010 , 0.792 , 0.781 , 0.633 , 0.343 , 1.073
 2.239 , 2.059 , 1.171 , 2.777 , 0.909 , 2.504 , 0.638 , 1.287 , 1.909 , 1.216 , 1.058 , 0.002 ,-0.015 , 0.240 , 0.092 , 0.003 , 0.913 , 1.244 , 0.008 , 0.322 , 0.936
 1.826 , 2.892 , 3.674 , 2.984 , 1.701 , 2.441 , 0.767 , 1.946 , 1.911 , 1.262 , 1.072 , 0.083 , 0.234 , 0.238 , 0.099 , 0.093 , 0.357 , 0.014 , 0.009 , 0.246 , 0.377
-0.334 ,-0.919 ,-0.740 ,-0.840 ,-1.292 ,-0.842 , 0.455 , 0.940 , 0.959 , 0.968 , 0.786 , 0.047 , 0.002 , 0.003 ,-0.001 , 0.113 , 1.331 , 1.062 , 1.086 , 1.131 , 1.555
 0.234 , 0.287 , 0.236 ,-1.163 ,-0.030 , 1.058 , 0.445 , 1.041 , 1.207 , 0.932 , 0.694 ,-0.011 , 0.029 ,-0.072 ,-0.011 , 0.032 , 0.947 , 0.679 , 0.541 , 1.256 , 0.706
 1.536 , 2.582 , 2.241 , 1.871 , 2.311 , 2.908 , 0.647 , 1.893 , 1.305 , 1.207 , 1.061 ,-0.191 , 0.245 ,-0.410 ,-0.232 ,-0.043 , 2.484 , 0.005 , 3.795 , 2.391 , 1.278
 0.013 ,-0.171 ,-2.197 ,-0.734 , 1.757 , 0.086 , 0.435 , 1.180 , 0.943 , 1.152 , 0.686 , 0.022 ,-0.077 ,-0.030 ,-0.196 , 0.010 , 1.154 , 0.421 , 0.629 , 2.173 , 0.933
 2.088 , 1.691 , 1.936 , 1.253 , 2.056 , 1.537 , 0.530 , 1.136 , 1.163 , 1.174 , 0.861 , 0.078 , 0.076 , 0.085 , 0.082 , 0.084 , 0.474 , 0.548 , 0.454 , 0.465 , 0.402
 0.797 , 1.150 , 1.546 , 0.213 , 1.720 , 1.236 , 0.473 , 1.138 , 1.000 , 1.144 , 0.830 , 0.011 , 0.064 ,-0.036 , 0.060 ,-0.060 , 0.872 , 0.622 , 0.427 , 0.646 , 1.377
-0.048 ,-0.075 , 2.435 , 0.879 ,-2.088 ,-0.628 , 0.444 , 1.907 , 1.126 , 1.893 , 0.686 ,-0.018 , 0.238 , 0.035 ,-0.247 , 0.003 , 0.789 , 0.009 , 0.268 , 0.004 , 1.077
-0.039 , 0.282 ,-0.137 ,-0.855 , 2.257 , 0.370 , 0.464 , 0.960 , 1.006 , 1.281 , 0.734 ,-0.018 , 0.023 ,-0.014 , 0.080 ,-0.030 , 1.240 , 0.831 , 1.248 , 0.325 , 1.160
 1.993 , 2.349 , 2.142 , 1.655 , 1.897 , 3.429 , 0.654 , 1.222 , 1.141 , 1.285 , 1.865 , 0.072 , 0.070 , 0.027 , 0.094 , 0.169 , 0.459 , 0.446 , 0.827 , 0.236 , 0.003
 1.929 , 2.194 , 3.437 , 2.199 , 0.788 , 2.295 , 0.642 , 1.942 , 1.887 , 0.978 , 1.080 ,-0.139 , 0.234 , 0.251 ,-0.167 ,-0.142 , 2.118 , 0.013 , 0.001 , 2.107 , 2.021
-1.652 ,-1.255 ,-1.457 ,-0.084 ,-1.200 ,-2.118 , 0.531 , 1.169 , 0.976 , 1.195 , 1.101 , 0.156 ,-0.058 , 0.052 , 0.054 , 0.388 , 2.039 , 0.601 , 1.810 , 1.310 , 4.694
 1.642 , 1.995 , 2.995 , 2.643 , 1.243 , 1.385 , 0.631 , 1.919 , 1.912 , 1.134 , 0.814 , 0.004 , 0.236 , 0.239 , 0.049 , 0.001 , 0.926 , 0.011 , 0.009 , 0.707 , 1.001
 1.893 , 1.558 , 0.420 , 0.731 , 1.970 , 2.170 , 0.513 , 1.104 , 1.179 , 1.143 , 0.846 ,-0.031 , 0.037 ,-0.090 , 0.078 ,-0.030 , 1.153 , 0.289 , 1.545 , 0.523 , 1.114
-1.069 ,-1.939 ,-1.347 ,-3.048 ,-1.306 ,-1.929 , 0.575 , 1.131 , 1.904 , 1.188 , 0.854 , 0.054 , 0.003 ,-0.240 , 0.023 , 0.076 , 1.277 , 1.017 , 0.008 , 1.102 , 1.424
 0.414 , 0.419 , 0.230 , 1.236 ,-0.062 , 0.379 , 0.451 , 0.973 , 1.071 , 1.094 , 0.686 , 0.018 , 0.027 , 0.037 ,-0.032 , 0.031 , 0.661 , 0.997 , 0.417 , 0.388 , 0.648
 2.693 , 3.525 , 2.607 , 3.564 , 1.674 , 3.727 , 1.033 , 1.910 , 1.920 , 1.147 , 1.864 , 0.011 , 0.238 , 0.240 , 0.032 , 0.168 , 0.784 , 0.009 , 0.009 , 0.781 , 0.003
-0.102 ,-0.657 ,-0.410 ,-1.239 ,-0.487 ,-0.633 , 0.443 , 0.963 , 1.172 , 1.009 , 0.672 ,-0.012 ,-0.006 ,-0.045 , 0.039 ,-0.027 , 0.847 , 0.808 , 0.700 , 1.243 , 0.696
 2.324 , 1.404 , 1.339 , 0.569 , 1.224 , 2.229 , 0.540 , 1.302 , 0.998 , 1.205 , 1.085 , 0.022 , 0.093 ,-0.064 , 0.056 , 0.087 , 0.797 , 0.225 , 1.441 , 0.610 , 0.371
-0.075 , 1.090 , 3.623 , 2.825 , 0.645 ,-0.380 , 0.521 , 1.938 , 1.891 , 1.183 , 0.688 ,-0.127 , 0.220 , 0.245 ,-0.085 , 0.024 , 1.924 , 0.020 , 0.005 , 1.499 , 1.495
 1.114 , 1.057 , 2.196 , 2.903 , 0.190 , 0.469 , 0.457 , 1.245 , 1.920 , 1.023 , 0.668 , 0.027 , 0.081 , 0.238 ,-0.031 , 0.004 , 0.703 , 0.320 , 0.010 , 0.439 , 0.890
 1.126 , 1.102 , 0.919 , 1.343 , 1.646 , 0.850 , 0.486 , 1.144 , 1.153 , 1.212 , 0.722 ,-0.007 , 0.036 , 0.084 , 0.097 ,-0.069 , 0.980 , 0.793 , 0.474 , 0.311 , 1.443
-0.211 , 0.322 , 2.102 ,-0.382 ,-0.646 , 0.528 , 0.450 , 1.890 , 0.944 , 0.946 , 0.700 ,-0.026 , 0.248 , 0.022 ,-0.024 ,-0.039 , 1.234 , 0.003 , 0.985 , 1.257 , 1.276
-1.045 ,-0.856 ,-0.933 ,-0.482 ,-1.523 ,-0.736 , 0.454 , 1.017 , 0.926 , 1.162 , 0.718 ,-0.014 ,-0.037 ,-0.010 ,-0.084 ,-0.000 , 0.819 , 0.386 , 0.972 , 0.455 , 1.022
 0.540 , 0.049 , 0.477 , 0.550 ,-1.793 , 0.401 , 0.445 , 0.975 , 0.952 , 1.202 , 0.728 ,-0.055 , 0.011 , 0.021 , 0.055 ,-0.143 , 1.582 , 0.913 , 0.667 , 1.323 , 2.389
 0.427 , 1.238 , 3.034 , 1.192 , 0.569 , 0.854 , 0.506 , 1.907 , 1.143 , 0.978 , 0.777 , 0.002 , 0.234 , 0.008 , 0.021 , 0.001 , 0.957 , 0.011 , 0.940 , 0.592 , 1.074
 1.747 , 2.323 , 1.759 , 2.876 , 3.174 , 1.704 , 0.635 , 1.168 , 1.892 , 1.921 , 0.828 , 0.000 , 0.052 , 0.248 , 0.231 ,-0.017 , 0.944 , 0.662 , 0.003 , 0.013 , 1.110
 0.921 , 1.081 , 0.759 , 0.873 , 1.148 , 1.322 , 0.486 , 0.950 , 1.163 , 1.302 , 0.742 ,-0.011 ,-0.043 , 0.074 , 0.024 ,-0.065 , 1.096 , 1.217 , 0.528 , 0.988 , 1.398
 1.432 , 1.383 , 2.266 , 0.924 , 0.810 , 1.335 , 0.507 , 1.136 , 1.166 , 1.078 , 0.830 , 0.056 , 0.068 , 0.095 , 0.035 , 0.047 , 0.574 , 0.596 , 0.397 , 0.315 , 0.684
 0.627 , 1.379 , 1.772 , 2.028 , 2.477 , 0.343 , 0.537 , 1.256 , 1.159 , 1.907 , 0.719 , 0.032 , 0.092 , 0.091 , 0.238 , 0.044 , 0.706 , 0.271 , 0.428 , 0.009 , 0.685
 1.190 , 1.674 , 1.254 , 0.748 , 1.311 , 2.791 , 0.512 , 0.949 , 1.161 , 1.033 , 1.098 , 0.025 , 0.031 , 0.080 ,-0.021 , 0.008 , 0.818 , 0.569 , 0.499 , 1.206 , 0.815
 1.052 , 2.256 , 1.427 , 1.423 , 2.845 , 2.761 , 0.648 , 1.169 , 1.144 , 1.909 , 1.117 ,-0.010 ,-0.030 ,-0.016 , 0.233 , 0.094 , 0.990 , 1.184 , 1.066 , 0.011 , 0.280
-0.515 ,-0.544 ,-0.934 , 0.113 ,-1.491 ,-0.316 , 0.442 , 1.137 , 0.989 , 1.163 , 0.670 ,-0.009 , 0.022 ,-0.149 ,-0.046 ,-0.010 , 1.158 , 1.119 , 2.306 , 0.725 , 0.927
-1.165 ,-0.795 , 0.068 ,-1.957 ,-1.549 ,-0.286 , 0.456 , 1.011 , 1.157 , 1.140 , 0.690 , 0.076 , 0.027 ,-0.075 ,-0.034 , 0.027 , 1.445 , 1.971 , 0.539 , 0.772 , 1.110
 0.660 , 1.282 ,-0.547 , 1.834 , 1.646 , 1.513 , 0.481 , 1.063 , 1.187 , 1.157 , 0.719 ,-0.053 , 0.011 , 0.097 ,-0.246 , 0.019 , 1.266 , 0.576 , 0.349 , 2.530 , 0.869
-0.402 , 0.311 ,-0.164 ,-0.310 , 1.027 , 0.661 , 0.470 , 0.949 , 0.943 , 1.237 , 0.758 , 0.028 , 0.032 , 0.026 ,-0.069 , 0.034 , 0.797 , 0.796 , 0.705 , 1.427 , 0.479
 1.181 , 0.816 , 1.392 , 1.310 , 0.067 , 0.690 , 0.479 , 1.163 , 1.156 , 1.014 , 0.757 , 0.020 ,-0.028 , 0.075 , 0.035 ,-0.007 , 0.818 , 1.115 , 0.520 , 0.504 , 0.954
-1.436 ,-1.808 ,-1.812 ,-1.458 ,-1.586 ,-2.219 , 0.537 , 1.156 , 1.215 , 1.018 , 1.059 ,-0.039 , 0.006 ,-0.042 ,-0.036 ,-0.045 , 0.693 , 1.016 , 0.725 , 0.491 , 0.690
-0.795 ,-1.721 ,-0.736 ,-3.255 ,-3.634 ,-0.908 , 0.560 , 1.170 , 1.967 , 2.015 , 0.708 ,-0.016 ,-0.051 ,-0.219 ,-0.213 ,-0.009 , 0.906 , 0.653 , 0.023 , 0.029 , 0.789
 1.240 , 2.113 , 3.514 , 1.421 , 2.571 , 1.402 , 0.575 , 1.915 , 1.145 , 1.173 , 0.801 , 0.006 , 0.231 , 0.050 , 0.079 , 0.030 , 0.916 , 0.013 , 0.692 , 0.500 , 0.813
 0.232 ,-0.793 ,-0.879 ,-1.482 ,-2.105 , 0.244 , 0.471 , 0.949 , 1.150 , 1.277 , 0.763 , 0.014 , 0.067 ,-0.022 ,-0.092 , 0.027 , 0.943 , 1.488 , 0.875 , 0.260 , 0.546
 2.401 , 1.748 , 1.510 , 1.455 , 1.700 , 2.196 , 0.530 , 1.144 , 1.133 , 0.931 , 1.096 ,-0.002 ,-0.121 ,-0.007 ,-0.001 , 0.095 , 1.009 , 1.701 , 1.045 , 1.153 , 0.303
 1.501 , 2.099 , 1.787 , 2.993 , 2.788 , 1.306 , 0.636 , 1.132 , 1.962 , 1.920 , 0.818 , 0.003 ,-0.085 , 0.230 , 0.234 , 0.046 , 0.921 , 1.492 , 0.017 , 0.012 , 0.682
-1.651 ,-1.204 ,-2.349 ,-0.962 ,-2.792 ,-0.403 , 0.492 , 1.933 , 0.940 , 1.946 , 0.716 ,-0.043 ,-0.236 ,-0.029 ,-0.224 ,-0.010 , 0.641 , 0.012 , 0.672 , 0.018 , 0.765
-0.486 ,-0.804 ,-1.963 , 1.004 ,-0.493 ,-1.394 , 0.455 , 1.159 , 0.974 , 0.960 , 0.771 ,-0.002 ,-0.079 , 0.032 ,-0.032 ,-0.037 , 0.839 , 0.493 , 0.654 , 0.536 , 0.571
 1.777 , 1.947 , 1.266 , 3.419 , 0.806 , 2.489 , 0.573 , 1.144 , 1.970 , 0.959 , 1.080 ,-0.153 ,-0.092 , 0.225 ,-0.091 ,-0.192 , 2.015 , 1.538 , 0.020 , 1.783 , 2.493
 1.890 , 3.313 , 2.564 , 2.204 , 2.418 , 3.404 , 1.035 , 1.892 , 1.149 , 1.889 , 1.867 , 0.086 , 0.249 , 0.087 , 0.247 , 0.166 , 0.223 , 0.003 , 0.462 , 0.003 , 0.004
 1.710 , 1.238 , 0.016 , 0.918 , 0.964 , 3.354 , 0.470 , 0.951 , 1.005 , 0.962 , 1.855 , 0.018 , 0.008 ,-0.053 , 0.009 , 0.171 , 0.871 , 0.862 , 1.148 , 1.180 , 0.002
 0.821 , 1.746 ,-0.010 , 3.141 , 2.490 , 2.135 , 0.542 , 0.954 , 2.004 , 1.160 , 1.101 , 0.036 , 0.081 , 0.217 , 0.088 , 0.100 , 0.737 , 1.346 , 0.026 , 0.448 , 0.276
 0.373 , 1.146 , 0.422 , 0.917 , 0.693 , 2.288 , 0.487 , 1.038 , 1.014 , 0.978 , 1.108 ,-0.024 ,-0.069 , 0.039 , 0.035 ,-0.114 , 1.185 , 1.807 , 0.842 , 0.491 , 1.730
 0.110 , 0.999 , 0.302 , 0.781 , 2.401 , 0.950 , 0.476 , 1.009 , 1.012 , 1.931 , 0.710 ,-0.055 , 0.011 ,-0.100 , 0.237 ,-0.088 , 1.426 , 0.712 , 2.445 , 0.011 , 1.568
 2.088 , 0.877 ,-0.033 , 1.170 , 0.505 , 1.445 , 0.460 , 0.987 , 1.153 , 1.048 , 0.802 , 0.010 ,-0.034 ,-0.005 , 0.030 , 0.028 , 0.828 , 0.912 , 1.009 , 0.489 , 0.834
 0.015 , 0.094 , 1.064 ,-0.859 , 0.421 ,-0.045 , 0.447 , 0.997 , 0.964 , 0.979 , 0.710 ,-0.037 ,-0.163 ,-0.039 , 0.027 ,-0.075 , 1.328 , 1.892 , 0.882 , 1.008 , 1.162
 0.839 , 1.072 , 1.120 ,-0.951 , 3.438 , 1.257 , 0.479 , 1.149 , 1.171 , 1.918 , 0.832 , 0.030 , 0.069 , 0.037 , 0.231 , 0.083 , 0.823 , 0.571 , 1.242 , 0.013 , 0.440
-0.042 , 0.755 , 1.592 , 0.786 ,-0.064 , 0.852 , 0.434 , 1.158 , 0.961 , 0.929 , 0.700 ,-0.050 , 0.049 , 0.020 , 0.023 ,-0.175 , 1.380 , 0.694 , 1.086 , 1.078 , 2.074
 0.271 , 0.405 , 0.783 , 0.112 , 0.129 , 0.450 , 0.441 , 0.929 , 1.013 , 1.043 , 0.704 ,-0.053 ,-0.018 ,-0.100 , 0.012 ,-0.055 , 1.295 , 1.243 , 1.974 , 0.817 , 1.121
 1.899 , 2.409 , 3.073 , 1.479 , 3.644 , 1.705 , 0.636 , 1.915 , 1.207 , 1.919 , 0.808 ,-0.069 , 0.242 ,-0.125 , 0.235 , 0.012 , 1.460 , 0.008 , 1.755 , 0.011 , 0.908
-0.266 , 0.172 ,-1.002 , 0.485 , 1.460 ,-0.081 , 0.437 , 1.217 , 0.990 , 1.181 , 0.694 ,-0.017 , 0.007 ,-0.019 , 0.094 , 0.024 , 0.981 , 1.075 , 0.896 , 0.372 , 1.239
 2.912 , 3.975 , 3.612 , 3.199 , 3.433 , 3.052 , 1.042 , 1.923 , 1.905 , 1.933 , 1.121 , 0.080 , 0.231 , 0.237 , 0.226 , 0.103 , 0.210 , 0.014 , 0.009 , 0.016 , 0.243
 0.176 , 0.357 , 0.221 , 1.021 ,-0.115 , 0.428 , 0.452 , 0.940 , 1.251 , 1.020 , 0.710 ,-0.103 ,-0.015 ,-0.249 ,-0.017 ,-0.232 , 1.880 , 1.065 , 2.615 , 0.624 , 2.975
